DATETIME,BALANCE,EQUITY
2017-08-18,100002.1400,100002.2400
2017-08-21,100002.1400,100002.1700
2017-08-22,100002.1400,100002.8100
2017-08-23,100002.1400,100002.8600
2017-08-24,100002.1400,100002.6800
2017-08-25,100002.1400,100002.8300
2017-08-28,100002.1400,100003.2300
2017-08-29,100002.1400,100003.5900
2017-08-30,100002.1400,100003.7000
2017-08-31,100002.1400,100003.8700
2017-09-01,100002.1400,100003.8800
2017-09-05,100002.1400,100003.3900
2017-09-06,100002.1400,100003.3400
2017-09-07,100002.1400,100003.1800
2017-09-08,100002.1400,100002.5200
2017-09-11,100002.1400,100003.2400
2017-09-12,100002.1400,100003.0800
2017-09-13,100002.8100,100002.8100
2017-09-14,100002.7900,100002.6000
2017-09-15,100002.7900,100003.0100
2017-09-18,100002.7900,100002.7000
2017-09-19,100002.8900,100002.8900
2017-09-20,100002.8700,100002.4000
2017-09-21,100002.8700,100001.7300
2017-09-22,100002.8700,100001.3600
2017-09-25,100002.8700,100001.0200
2017-09-26,100001.3100,100001.3100
2017-09-27,100001.2900,100001.3800
2017-09-28,100001.2800,100001.2800
2017-09-29,100001.2800,100001.2800
2017-10-02,100001.2600,100001.1400
2017-10-03,100001.1700,100001.1700
2017-10-04,100001.1500,100001.1000
2017-10-05,100001.2600,100001.2600
2017-10-06,100001.2400,100001.3100
2017-10-09,100001.4200,100001.4200
2017-10-10,100001.4200,100001.4200
2017-10-11,100001.4200,100001.4200
2017-10-12,100001.4000,100001.3100
2017-10-13,100001.4700,100001.4700
2017-10-16,100001.4500,100001.9400
2017-10-17,100001.4500,100002.0800
2017-10-18,100002.0500,100002.0500
2017-10-19,100002.0500,100002.0500
2017-10-20,100002.0300,100001.9300
2017-10-23,100002.0300,100001.9100
2017-10-24,100002.0300,100002.1400
2017-10-25,100002.0300,100001.9700
2017-10-26,100002.1500,100002.1500
2017-10-27,100002.1300,100003.0600
2017-10-30,100003.2500,100003.2500
2017-10-31,100003.2300,100003.5000
2017-11-01,100003.2300,100002.9700
2017-11-02,100003.2300,100003.2700
2017-11-03,100003.2300,100004.3700
2017-11-06,100003.2300,100004.8100
2017-11-07,100003.2300,100004.9500
2017-11-08,100004.8900,100004.8900
2017-11-09,100004.8900,100004.8900
2017-11-10,100004.8900,100004.8900
2017-11-13,100004.8900,100004.8900
2017-11-14,100004.8700,100004.4400
2017-11-15,100004.8700,100003.8800
2017-11-16,100004.8700,100004.3800
2017-11-17,100004.8700,100004.1400
2017-11-20,100004.8700,100004.1000
2017-11-21,100004.8700,100004.8900
2017-11-22,100004.8700,100005.3500
2017-11-24,100004.8700,100005.3500
2017-11-27,100004.8700,100005.1300
2017-11-28,100004.8700,100004.8700
2017-11-29,100004.8700,100003.9700
2017-11-30,100004.8700,100004.5700
2017-12-01,100004.8700,100004.3700
2017-12-04,100004.8700,100004.0600
2017-12-05,100004.8700,100004.0100
2017-12-06,100004.8700,100003.8600
2017-12-07,100003.8400,100003.8400
2017-12-08,100003.8400,100003.8400
2017-12-11,100003.8400,100003.8400
2017-12-12,100003.8200,100003.7000
2017-12-13,100003.8200,100003.8400
2017-12-14,100003.8200,100003.8300
2017-12-15,100003.8200,100004.2700
2017-12-18,100003.8200,100004.8800
2017-12-19,100004.5100,100004.5100
2017-12-20,100004.5100,100004.5100
2017-12-21,100004.4900,100004.6900
2017-12-22,100004.4900,100004.6900
2017-12-26,100003.6200,100003.6200
2017-12-27,100003.6200,100003.6200
2017-12-28,100003.6000,100003.6100
2017-12-29,100003.4500,100003.4500
2018-01-02,100003.4500,100003.4500
2018-01-03,100003.4300,100003.3400
2018-01-04,100003.4000,100003.4000
2018-01-05,100003.3800,100003.7600
2018-01-08,100003.5700,100003.5700
2018-01-09,100003.5700,100003.5700
2018-01-10,100003.5700,100003.5700
2018-01-11,100003.5500,100003.7100
2018-01-12,100003.9200,100003.9200
2018-01-16,100003.9200,100003.9200
2018-01-17,100003.9200,100003.9200
2018-01-18,100003.9000,100003.8600
2018-01-19,100003.6800,100003.6800
2018-01-22,100003.6600,100003.5800
2018-01-23,100003.6600,100003.5800
2018-01-24,100003.6600,100002.8800
2018-01-25,100003.6600,100002.1000
2018-01-26,100003.6600,100002.2000
2018-01-29,100003.6600,100001.3200
2018-01-30,100003.6600,100001.0700
2018-01-31,100003.6600,100001.1800
2018-02-01,100001.1000,100001.1000
2018-02-02,100001.1000,100001.1000
2018-02-05,100001.1000,100001.1000
2018-02-06,100001.1000,100001.1000
2018-02-07,100001.1000,100001.1000
2018-02-08,100001.1000,100001.1000
2018-02-09,100001.1000,100001.1000
2018-02-12,100001.1000,100001.1000
2018-02-13,100001.1000,100001.1000
2018-02-14,100001.1000,100001.1000
2018-02-15,100001.1000,100001.1000
2018-02-16,100001.1000,100001.1000
2018-02-20,100001.1000,100001.1000
2018-02-21,100001.1000,100001.1000
2018-02-22,100001.1000,100001.1000
2018-02-23,100001.1000,100001.1000
2018-02-26,100001.1000,100001.1000
2018-02-27,100001.1000,100001.1000
2018-02-28,100001.1000,100001.1000
2018-03-01,100001.1000,100001.1000
2018-03-02,100001.1000,100001.1000
2018-03-05,100001.1000,100001.1000
2018-03-06,100001.1000,100001.1000
2018-03-07,100001.1000,100001.1000
2018-03-08,100001.1000,100001.1000
2018-03-09,100001.1000,100001.1000
2018-03-12,100001.0800,100001.4300
2018-03-13,100001.6200,100001.6200
2018-03-14,100001.6200,100001.6200
2018-03-15,100001.6000,100001.6300
2018-03-16,100001.6000,100001.4700
2018-03-19,100001.2800,100001.2800
2018-03-20,100001.2600,100001.2500
2018-03-21,100001.2600,100000.2500
2018-03-22,99999.9200,99999.9200
2018-03-23,99999.9000,99999.0300
2018-03-26,99999.9000,100000.9900
2018-03-27,99999.9000,99999.8800
2018-03-28,99999.5900,99999.5900
2018-03-29,99999.5900,99999.5900
2018-04-02,99999.5700,99999.5700
2018-04-03,99999.5700,100000.0000
2018-04-04,99999.5700,100000.8100
2018-04-05,99999.5700,100001.1100
2018-04-06,100000.6300,100000.6300
2018-04-09,100000.6300,100000.6300
2018-04-10,100000.6300,100000.6300
2018-04-11,100000.6300,100000.6300
2018-04-12,100000.6300,100000.6300
2018-04-13,100000.6300,100000.6300
2018-04-16,100000.6300,100000.6300
2018-04-17,100000.6300,100000.6300
2018-04-18,100000.6300,100000.6300
2018-04-19,100000.6300,100000.6300
2018-04-20,100000.6300,100000.6300
2018-04-23,100000.6300,100000.6300
2018-04-24,100000.6300,100000.6300
2018-04-25,100000.6100,100000.8600
2018-04-26,100000.6100,100001.0000
2018-04-27,100000.6100,100000.5300
2018-04-30,100000.6100,100001.2600
2018-05-01,100000.6100,100002.2200
2018-05-02,100000.6100,100004.0900
2018-05-03,100000.6100,100004.1700
2018-05-04,100000.6100,100005.9000
2018-05-07,100000.6100,100006.2400
2018-05-08,100006.1700,100006.1700
2018-05-09,100006.1700,100006.1700
2018-05-10,100006.1700,100006.1700
2018-05-11,100006.1700,100006.1700
2018-05-14,100006.1700,100006.1700
2018-05-15,100006.1700,100006.1700
2018-05-16,100006.1700,100006.1700
2018-05-17,100006.1700,100006.1700
2018-05-18,100006.1700,100006.1700
2018-05-21,100006.1500,100006.0400
2018-05-22,100006.1500,100005.9300
2018-05-23,100006.1500,100006.2300
2018-05-24,100006.1500,100006.1700
2018-05-25,100006.1700,100006.1700
2018-05-29,100006.1500,100006.2100
2018-05-30,100006.1500,100006.1500
2018-05-31,100006.1500,100006.1500
2018-06-01,100006.1300,100006.6900
2018-06-04,100006.1300,100007.0800
2018-06-05,100007.3700,100007.3700
2018-06-06,100007.3700,100007.3700
2018-06-07,100007.3700,100007.3700
2018-06-08,100007.3700,100007.3700
2018-06-11,100007.3500,100007.3100
2018-06-12,100007.3300,100007.3300
2018-06-13,100007.3100,100006.8700
2018-06-14,100007.3100,100006.9000
2018-06-15,100007.3100,100006.4000
2018-06-18,100007.3100,100006.3800
2018-06-19,100007.3100,100005.6200
2018-06-20,100005.7600,100005.7600
2018-06-21,100005.7600,100005.7600
2018-06-22,100005.7600,100005.7600
2018-06-25,100005.7400,100005.4300
2018-06-26,100005.7400,100005.9900
2018-06-27,100005.7400,100005.9300
2018-06-28,100005.8900,100005.8900
2018-06-29,100005.8700,100005.5600
2018-07-02,100005.2200,100005.2200
2018-07-03,100005.2000,100004.2200
2018-07-05,100004.5400,100004.5400
2018-07-06,100004.5200,100005.1500
2018-07-09,100005.5100,100005.5100
2018-07-10,100005.5100,100005.5100
2018-07-11,100005.4900,100005.3300
2018-07-12,100005.4900,100006.1100
2018-07-13,100005.4900,100006.1900
2018-07-16,100006.2200,100006.2200
2018-07-17,100006.2200,100006.2200
2018-07-18,100006.2000,100005.8400
2018-07-19,100005.6500,100005.6500
2018-07-20,100005.6300,100005.5400
2018-07-23,100005.3200,100005.3200
2018-07-24,100005.3000,100005.4300
2018-07-25,100005.4200,100005.4200
2018-07-26,100005.4200,100005.4200
2018-07-27,100005.4200,100005.4200
2018-07-30,100005.4000,100004.8900
2018-07-31,100005.4000,100004.9900
2018-08-01,100005.4000,100007.7900
2018-08-02,100005.4000,100009.2600
2018-08-03,100005.4000,100009.4100
2018-08-06,100009.4000,100009.4000
2018-08-07,100009.3800,100008.8100
2018-08-08,100009.3800,100008.8500
2018-08-09,100009.3800,100009.2600
2018-08-10,100009.3800,100008.9200
2018-08-13,100009.3800,100009.2500
2018-08-14,100009.3800,100009.4700
2018-08-15,100009.3800,100009.6000
2018-08-16,100009.3800,100010.3700
2018-08-17,100009.3800,100011.4300
2018-08-20,100009.3800,100010.9000
2018-08-21,100011.2200,100011.2200
2018-08-22,100011.2000,100011.4300
2018-08-23,100011.2000,100011.5400
2018-08-24,100011.2000,100011.7100
2018-08-27,100011.2000,100012.1500
2018-08-28,100011.2000,100012.5900
2018-08-29,100012.6800,100012.6800
2018-08-30,100012.6800,100012.6800
2018-08-31,100012.6800,100012.6800
2018-09-04,100012.6600,100012.6400
2018-09-05,100012.7700,100012.7700
2018-09-06,100012.7500,100011.9600
2018-09-07,100012.7500,100011.5100
2018-09-10,100012.7500,100010.7700
2018-09-11,100012.7500,100012.1500
2018-09-12,100012.7500,100011.4500
2018-09-13,100012.7500,100012.7900
2018-09-14,100012.7500,100012.1400
2018-09-17,100012.7500,100010.6600
2018-09-18,100012.7500,100010.7500
2018-09-19,100012.7500,100010.7800
2018-09-20,100011.2300,100011.2300
2018-09-21,100011.2100,100010.4200
2018-09-24,100011.2100,100011.2000
2018-09-25,100011.2100,100011.5500
2018-09-26,100011.2400,100011.2400
2018-09-27,100011.2400,100011.2400
2018-09-28,100011.2200,100011.4500
2018-10-01,100011.2200,100011.8300
2018-10-02,100011.2200,100012.3300
2018-10-03,100011.2200,100013.0300
2018-10-04,100012.6900,100012.6900
2018-10-05,100012.6900,100012.6900
2018-10-08,100012.6700,100013.0500
2018-10-09,100012.6700,100013.8200
2018-10-10,100013.4500,100013.4500
2018-10-11,100013.4500,100013.4500
2018-10-12,100013.4500,100013.4500
2018-10-15,100013.4500,100013.4500
2018-10-16,100013.4500,100013.4500
2018-10-17,100013.4500,100013.4500
2018-10-18,100013.4500,100013.4500
2018-10-19,100013.4500,100013.4500
2018-10-22,100013.4500,100013.4500
2018-10-23,100013.4500,100013.4500
2018-10-24,100013.4500,100013.4500
2018-10-25,100013.4500,100013.4500
2018-10-26,100013.4500,100013.4500
2018-10-29,100013.4500,100013.4500
2018-10-30,100013.4500,100013.4500
2018-10-31,100013.4500,100013.4500
2018-11-01,100013.4500,100013.4500
2018-11-02,100013.4500,100013.4500
2018-11-05,100013.4500,100013.4500
2018-11-06,100013.4500,100013.4500
2018-11-07,100013.4500,100013.4500
2018-11-08,100013.4500,100013.4500
2018-11-09,100013.4500,100013.4500
2018-11-12,100013.4500,100013.4500
2018-11-13,100013.4500,100013.4500
2018-11-14,100013.4500,100013.4500
2018-11-15,100013.4500,100013.4500
2018-11-16,100013.4500,100013.4500
2018-11-19,100013.4500,100013.4500
2018-11-20,100013.4500,100013.4500
2018-11-21,100013.4500,100013.4500
2018-11-23,100013.4500,100013.4500
2018-11-26,100013.4500,100013.4500
2018-11-27,100013.4500,100013.4500
2018-11-28,100013.4500,100013.4500
2018-11-29,100013.4500,100013.4500
2018-11-30,100013.4500,100013.4500
2018-12-03,100013.4500,100013.4500
2018-12-04,100013.4500,100013.4500
2018-12-06,100013.4500,100013.4500
2018-12-07,100013.4500,100013.4500
2018-12-10,100013.4500,100013.4500
2018-12-11,100013.4500,100013.4500
2018-12-12,100013.4500,100013.4500
2018-12-13,100013.4300,100013.5300
2018-12-14,100013.4300,100012.1600
2018-12-17,100013.4300,100011.7800
2018-12-18,100013.4300,100012.3100
2018-12-19,100013.4300,100011.0200
2018-12-20,100013.4300,100010.0000
2018-12-21,100013.4300,100008.4800
2018-12-24,100013.4300,100007.5000
2018-12-26,100013.4300,100010.0900
2018-12-27,100013.4300,100009.8300
2018-12-28,100010.1500,100010.1500
2018-12-31,100010.1500,100010.1500
2019-01-02,100010.1500,100010.1500
2019-01-03,100010.1500,100010.1500
2019-01-04,100010.1500,100010.1500
2019-01-07,100010.1500,100010.1500
2019-01-08,100010.1500,100010.1500
2019-01-09,100010.1500,100010.1500
2019-01-10,100010.1500,100010.1500
2019-01-11,100010.1500,100010.1500
2019-01-14,100010.1500,100010.1500
2019-01-15,100010.1500,100010.1500
2019-01-16,100010.1500,100010.1500
2019-01-17,100010.1500,100010.1500
2019-01-18,100010.1500,100010.1500
2019-01-22,100010.1500,100010.1500
2019-01-23,100010.1500,100010.1500
2019-01-24,100010.1500,100010.1500
2019-01-25,100010.1500,100010.1500
2019-01-28,100010.1500,100010.1500
2019-01-29,100010.1500,100010.1500
2019-01-30,100010.1500,100010.1500
2019-01-31,100010.1500,100010.1500
2019-02-01,100010.1500,100010.1500
2019-02-04,100010.1300,100011.0800
2019-02-05,100010.1300,100011.8100
2019-02-06,100010.1300,100011.8300
2019-02-07,100010.1300,100011.0000
2019-02-08,100010.1300,100010.8700
2019-02-11,100010.1300,100010.6200
2019-02-12,100010.1300,100010.9900
2019-02-13,100010.1300,100010.8100
2019-02-14,100010.1300,100010.9700
2019-02-15,100010.1300,100010.8700
2019-02-19,100010.1300,100011.0000
2019-02-20,100010.1300,100011.2700
2019-02-21,100010.1300,100011.0300
2019-02-22,100010.1300,100011.5100
2019-02-25,100010.1300,100011.8200
2019-02-26,100010.1300,100011.8500
2019-02-27,100010.1300,100011.9800
2019-02-28,100010.1300,100011.5500
2019-03-01,100010.1300,100012.0100
2019-03-04,100010.1300,100012.2300
2019-03-05,100010.1300,100012.1500
2019-03-06,100010.1300,100011.9000
2019-03-07,100010.1300,100011.3900
2019-03-08,100010.1300,100011.4900
2019-03-11,100010.1300,100012.9900
2019-03-12,100010.1300,100013.4900
2019-03-13,100010.1300,100013.6900
2019-03-14,100010.1300,100014.2000
2019-03-15,100010.1300,100014.7900
2019-03-18,100010.1300,100015.2700
2019-03-19,100010.1300,100014.9000
2019-03-20,100010.1300,100015.3100
2019-03-21,100010.1300,100017.0400
2019-03-22,100010.1300,100016.0300
2019-03-25,100016.1200,100016.1200
2019-03-26,100016.1000,100014.8700
2019-03-27,100016.1000,100015.2900
2019-03-28,100016.1000,100015.3600
2019-03-29,100016.1000,100015.6600
2019-04-01,100016.1000,100015.9900
2019-04-02,100016.1000,100016.6800
2019-04-03,100016.1000,100017.0100
2019-04-04,100016.1000,100017.1000
2019-04-05,100017.2700,100017.2700
2019-04-08,100017.2700,100017.2700
2019-04-09,100017.2700,100017.2700
2019-04-10,100017.2700,100017.2700
2019-04-11,100017.2500,100016.7600
2019-04-12,100016.8000,100016.8000
2019-04-15,100016.7800,100016.9300
2019-04-16,100016.7800,100016.9400
2019-04-17,100016.7800,100017.9100
2019-04-18,100016.7800,100018.0900
2019-04-22,100017.8100,100017.8100
2019-04-23,100017.7900,100018.5400
2019-04-24,100017.7900,100018.4700
2019-04-25,100017.7900,100017.9900
2019-04-26,100017.7900,100017.7500
2019-04-29,100017.7900,100017.8300
2019-04-30,100017.7900,100016.8400
2019-05-01,100017.7900,100019.3100
2019-05-02,100017.7900,100018.9600
2019-05-03,100017.7900,100019.6100
2019-05-06,100017.7900,100018.7900
2019-05-07,100017.7900,100017.3900
2019-05-08,100017.7900,100017.4000
2019-05-09,100017.7900,100016.8600
2019-05-10,100016.0100,100016.0100
2019-05-13,100016.0100,100016.0100
2019-05-14,100015.9900,100016.5400
2019-05-15,100015.9900,100017.1000
2019-05-16,100016.8300,100016.8300
2019-05-17,100016.8300,100016.8300
2019-05-20,100016.8300,100016.8300
2019-05-21,100016.8300,100016.8300
2019-05-22,100016.8100,100016.3300
2019-05-23,100015.5700,100015.5700
2019-05-24,100015.5500,100015.2400
2019-05-28,100015.5500,100015.0500
2019-05-29,100015.5500,100014.8400
2019-05-30,100015.5500,100015.0700
2019-05-31,100015.5500,100014.2600
2019-06-03,100015.5500,100013.8200
2019-06-04,100015.5500,100015.4000
2019-06-05,100015.5500,100016.1300
2019-06-06,100015.5500,100016.8000
2019-06-07,100015.5500,100018.0300
2019-06-10,100018.4300,100018.4300
2019-06-11,100018.4100,100018.3900
2019-06-12,100018.4100,100018.2300
2019-06-13,100018.4100,100018.2200
2019-06-14,100018.4100,100017.8700
2019-06-17,100018.4100,100018.1600
2019-06-18,100018.4100,100019.3000
2019-06-19,100018.4100,100019.1500
2019-06-20,100019.7600,100019.7600
2019-06-21,100019.7400,100019.7200
2019-06-24,100019.7400,100019.6700
2019-06-25,100019.7400,100018.9200
2019-06-26,100019.4500,100019.4500
2019-06-27,100019.4300,100019.2800
2019-06-28,100018.9900,100018.9900
2019-07-01,100018.9700,100018.5500
2019-07-02,100018.9700,100018.8500
2019-07-03,100018.9700,100019.2700
2019-07-05,100018.9800,100018.9800
2019-07-08,100018.9800,100018.9800
2019-07-09,100018.9800,100018.9800
2019-07-10,100018.9600,100019.2900
2019-07-11,100018.9600,100018.9200
2019-07-12,100019.0800,100019.0800
2019-07-15,100019.0600,100019.3300
2019-07-16,100019.1500,100019.1500
2019-07-17,100019.1300,100018.9400
2019-07-18,100019.1300,100019.5200
2019-07-19,100019.1300,100018.7500
2019-07-22,100019.0000,100019.0000
2019-07-23,100018.9800,100019.0600
2019-07-24,100018.7500,100018.7500
2019-07-25,100018.7300,100018.2500
2019-07-26,100018.7300,100018.4300
2019-07-29,100018.7300,100018.9100
2019-07-30,100018.6600,100018.6600
2019-07-31,100018.6600,100018.6600
2019-08-01,100018.6600,100018.6600
2019-08-02,100018.6400,100018.2500
2019-08-05,100018.6400,100015.5800
2019-08-06,100018.6400,100016.5000
2019-08-07,100018.6400,100017.0000
2019-08-08,100017.2700,100017.2700
2019-08-09,100017.2700,100017.2700
2019-08-12,100017.2700,100017.2700
2019-08-13,100017.2700,100017.2700
2019-08-14,100017.2700,100017.2700
2019-08-15,100017.2700,100017.2700
2019-08-16,100017.2700,100017.2700
2019-08-19,100017.2700,100017.2700
2019-08-20,100017.2700,100017.2700
2019-08-21,100017.2700,100017.2700
2019-08-22,100017.2700,100017.2700
2019-08-23,100017.2700,100017.2700
2019-08-26,100017.2700,100017.2700
2019-08-27,100017.2700,100017.2700
2019-08-28,100017.2700,100017.2700
2019-08-29,100017.2700,100017.2700
2019-08-30,100017.2700,100017.2700
2019-09-03,100017.2700,100017.2700
2019-09-04,100017.2500,100017.4400
2019-09-05,100017.2500,100018.4600
2019-09-06,100017.2500,100018.4600
2019-09-09,100017.2500,100018.6900
2019-09-10,100017.2500,100019.3200
2019-09-11,100017.2500,100021.0400
2019-09-12,100017.2500,100020.9200
2019-09-13,100020.1300,100020.1300
2019-09-16,100020.1100,100020.6400
2019-09-17,100020.1100,100020.8400
2019-09-18,100020.1100,100021.3600
2019-09-19,100020.1100,100020.9100
2019-09-20,100020.1100,100020.1000
2019-09-23,100020.1100,100020.3500
2019-09-24,100020.1100,100020.0800
2019-09-25,100020.1100,100020.9200
2019-09-26,100020.1100,100020.6400
2019-09-27,100020.1100,100020.3700
2019-09-30,100020.1100,100021.6600
2019-10-01,100020.1100,100021.8100
2019-10-02,100020.1100,100020.4100
2019-10-03,100020.1100,100020.8700
2019-10-04,100020.1100,100022.4200
2019-10-07,100022.2100,100022.2100
2019-10-08,100022.1900,100021.8200
2019-10-09,100022.1900,100022.4800
2019-10-10,100022.1900,100023.2500
2019-10-11,100022.1900,100024.7800
2019-10-14,100022.1900,100024.6900
2019-10-15,100022.1900,100024.5600
2019-10-16,100022.1900,100024.3200
2019-10-17,100022.1900,100024.5400
2019-10-18,100022.1900,100024.8300
2019-10-21,100022.1900,100025.8500
2019-10-22,100022.1900,100025.7200
2019-10-23,100022.1900,100026.5200
2019-10-24,100022.1900,100026.6200
2019-10-25,100022.1900,100027.3700
2019-10-28,100022.1900,100027.9900
2019-10-29,100027.9500,100027.9500
2019-10-30,100027.9500,100027.9500
2019-10-31,100027.9300,100028.2900
2019-11-01,100027.9300,100030.0600
2019-11-04,100030.4200,100030.4200
2019-11-05,100030.4200,100030.4200
2019-11-06,100030.4200,100030.4200
2019-11-07,100030.4200,100030.4200
2019-11-08,100030.4200,100030.4200
2019-11-11,100030.4200,100030.4200
2019-11-12,100030.4200,100030.4200
2019-11-13,100030.4200,100030.4200
2019-11-14,100030.4200,100030.4200
2019-11-15,100030.4200,100030.4200
2019-11-18,100030.4000,100030.7200
2019-11-19,100030.9000,100030.9000
2019-11-20,100030.9000,100030.9000
2019-11-21,100030.8800,100030.4500
2019-11-22,100030.8800,100030.3900
2019-11-25,100030.8800,100031.5400
2019-11-26,100030.8800,100031.0200
2019-11-27,100030.8800,100031.9000
2019-11-29,100030.8800,100031.7600
2019-12-02,100030.8800,100030.9900
2019-12-03,100030.8800,100029.8100
2019-12-04,100030.8800,100030.3800
2019-12-05,100030.8800,100031.3400
2019-12-06,100030.8800,100032.6200
2019-12-09,100030.8800,100031.6800
2019-12-10,100030.8800,100032.0700
2019-12-11,100030.8800,100032.6400
2019-12-12,100030.8800,100032.8100
2019-12-13,100032.7900,100032.7900
2019-12-16,100032.7900,100032.7900
2019-12-17,100032.7900,100032.7900
2019-12-18,100032.7700,100032.7500
2019-12-19,100032.7700,100032.8200
2019-12-20,100032.7700,100032.6800
2019-12-23,100032.7700,100033.8200
2019-12-24,100032.7700,100033.8800
2019-12-26,100032.7700,100035.2900
2019-12-27,100032.7700,100035.2600
2019-12-30,100032.7700,100035.6900
2019-12-31,100032.7700,100036.2300
2020-01-02,100032.7700,100037.9000
2020-01-03,100037.0800,100037.0800
2020-01-06,100037.0800,100037.0800
2020-01-07,100037.0800,100037.0800
2020-01-08,100037.0800,100037.0800
2020-01-09,100037.0600,100037.6500
2020-01-10,100037.8800,100037.8800
2020-01-13,100037.8800,100037.8800
2020-01-14,100037.8600,100036.8400
